date,meantemp,humidity
2013/5/27,35.85714286,31.57142857
2013/5/28,35.33333333,29
2013/5/29,34.14285714,27.85714286
2013/5/30,32.2,28.2
2013/5/31,33.625,40.125
2013/6/1,32,54
2013/6/2,32.4,56.6
2013/6/3,35.6,47
2013/6/4,35.85714286,42.57142857
2013/6/5,37.16666667,36.5
2013/6/6,31.28571429,61.71428571
2013/6/7,34,49.25
2013/6/8,34.2,57.4
2013/6/9,36.16666667,40
2013/6/10,36.625,42.75
2013/6/11,30.16666667,61.66666667
2013/6/12,34.14285714,54.14285714
2013/6/13,29.83333333,68.66666667
2013/6/14,30.14285714,68.14285714
2013/6/15,30.71428571,65
2013/6/16,27,88.85714286
2013/6/17,26.875,87.375
2013/6/18,28.4,83.6
2013/6/19,29.85714286,72.85714286
2013/6/20,33,52.71428571
2013/6/21,34.83333333,47.33333333
2013/6/22,35.6,39.4
2013/6/23,35.16666667,53
2013/6/24,33.14285714,55
2013/6/25,30.57142857,70.42857143
2013/6/26,30.66666667,71.5
2013/6/27,31.42857143,61.85714286
2013/6/28,31.5,64.25
2013/6/29,33.25,57
2013/6/30,32.83333333,52.16666667
2013/7/1,33.85714286,54
2013/7/2,33.14285714,58.28571429
2013/7/3,31.57142857,70
2013/7/4,32.375,67.5
2013/7/5,32.8,62.2
2013/7/6,31,73.14285714
2013/7/7,31.16666667,77.33333333
2013/7/8,29.83333333,75.16666667
2013/7/9,29,78.83333333
2013/7/10,29.75,75.375
2013/7/11,32.5,65.5
2013/7/12,28.875,86.625
2013/7/13,31.75,70.25
2013/7/14,30.75,71.625
2013/7/15,31.75,73.25
2013/7/16,29.875,83.875
2013/7/17,31.125,78.375
2013/7/18,31.75,76
2013/7/19,30.5,73.5
2013/7/20,26.83333333,90.66666667
2013/7/21,28.2,88
2013/7/22,29.5,80.33333333
2013/7/23,31.85714286,70.71428571
2013/7/24,29.71428571,84.14285714
2013/7/25,28.33333333,84.5
2013/7/26,30,73.85714286
2013/7/27,30.14285714,79
2013/7/28,32.28571429,67.42857143
2013/7/29,31,77.42857143
2013/7/30,30.5,75.66666667
2013/7/31,28.83333333,78.5
2013/8/1,30,73.5
2013/8/2,31.57142857,66.42857143
2013/8/3,32.5,62.33333333
2013/8/4,32.5,62.5
2013/8/5,29.5,77
2013/8/6,27.16666667,90.66666667
2013/8/7,28.375,85.25
2013/8/8,28.5,84
2013/8/9,27.16666667,87.5
2013/8/10,29.42857143,79.85714286
2013/8/11,30,76.83333333
2013/8/12,29.5,81.5
2013/8/13,30.75,72
2013/8/14,29.66666667,74.33333333
2013/8/15,27.71428571,85
2013/8/16,26.6,92
2013/8/17,27.42857143,91
2013/8/18,28.33333333,83.83333333
2013/8/19,28.16666667,84.66666667
2013/8/20,27.375,88.5
2013/8/21,28.33333333,81.16666667
2013/8/22,29.16666667,74.83333333
2013/8/23,31.28571429,73.14285714
2013/8/24,32,71.25
2013/8/25,29,90.75
2013/8/26,32,69.875
2013/8/27,32.14285714,57.28571429
2013/8/28,30.14285714,60.71428571
2013/8/29,31.5,57
2013/8/30,29.16666667,73
2013/8/31,29,71.75
2013/9/1,30,65.2
2013/9/2,31.85714286,50.85714286
2013/9/3,32.75,45.5
2013/9/4,31.71428571,48
2013/9/5,31.66666667,46
2013/9/6,30.57142857,55.71428571
2013/9/7,30.83333333,51.83333333
2013/9/8,28,71.75
2013/9/9,31,57.5
2013/9/10,29.66666667,66.33333333
2013/9/11,30.85714286,61.14285714
2013/9/12,31.16666667,60.33333333
2013/9/13,31.14285714,67.14285714
2013/9/14,30.5,67
2013/9/15,31.625,56.375
2013/9/16,29.66666667,60
2013/9/17,29.25,56.5
2013/9/18,29.14285714,58.57142857
2013/9/19,29.8,61.6
2013/9/20,28.66666667,70
2013/9/21,25.2,89
2013/9/22,28.33333333,79.66666667
2013/9/23,30.28571429,68
2013/9/24,30.75,65.75
2013/9/25,28.57142857,75
2013/9/26,28.2,78.8
2013/9/27,29,71.25
2013/9/28,30,67.33333333
2013/9/29,28.14285714,79.85714286
2013/9/30,26.85714286,84.57142857
2013/10/1,28.28571429,68.71428571
2013/10/2,29.2,61.4
2013/10/3,28.6,59
2013/10/4,24.83333333,84.33333333
2013/10/5,28.5,69
2013/10/6,29.75,66.5
2013/10/7,29.71428571,66.57142857
2013/10/8,29.2,69.4
2013/10/9,30.83333333,65.5
2013/10/10,29.42857143,66.28571429
2013/10/11,23.85714286,89.85714286
2013/10/12,26.14285714,82.57142857
2013/10/13,27.16666667,84.33333333
2013/10/14,27.71428571,74.85714286
2013/10/15,25.85714286,76.42857143
2013/10/16,26.42857143,75
2013/10/17,26.85714286,76.71428571
2013/10/18,26.33333333,73.16666667
2013/10/19,24.57142857,69.57142857
2013/10/20,24.33333333,67.83333333
2013/10/21,24.875,63.625
2013/10/22,27.8,53.6
2013/10/23,25,67.5
2013/10/24,23.85714286,73.14285714
2013/10/25,22.8,75.8
2013/10/26,23,78.2
2013/10/27,22.875,66.875
2013/10/28,22.66666667,63.16666667
2013/10/29,23,62.71428571
2013/10/30,22.85714286,67.42857143
2013/10/31,23.66666667,58.83333333
2013/11/1,23.42857143,69.14285714
2013/11/2,21.625,65
2013/11/3,20.625,57.875
2013/11/4,21.16666667,54.16666667
2013/11/5,18.83333333,74.33333333
2013/11/6,20.57142857,66.71428571
2013/11/7,20.14285714,73.14285714
2013/11/8,18,82.2
2013/11/9,19.85714286,73.57142857
2013/11/10,16.83333333,72
2013/11/11,18.85714286,61.85714286
2013/11/12,16.57142857,71.71428571
2013/11/13,17.75,65
2013/11/14,17.625,63.375
2013/11/15,17,67
2013/11/16,16.625,69.625
2013/11/17,15.57142857,67.42857143
2013/11/18,18.5,55.125
2013/11/19,17.875,63.5
2013/11/20,18.25,58.875
2013/11/21,17.875,66.25
2013/11/22,17.625,74.875
2013/11/23,18.14285714,77.85714286
2013/11/24,19.125,58.875
2013/11/25,21.25,49.875
2013/11/26,21.25,51.375
2013/11/27,19.125,68.5
2013/11/28,18.625,71.875
2013/11/29,17.75,66.625
2013/11/30,17.875,69.625
2013/12/1,18,65
2013/12/2,17.25,73.25
2013/12/3,17.5,73.5
2013/12/4,17.14285714,71.85714286
2013/12/5,17.14285714,69
2013/12/6,16.125,72.375
2013/12/7,16,80.5
2013/12/8,16.5,83.625
2013/12/9,16.125,79.25
2013/12/10,15.5,81.75
2013/12/11,16.625,71.875
2013/12/12,17.75,62.375
2013/12/13,17.14285714,67.71428571
2013/12/14,16.14285714,79
2013/12/15,15.5,86.25
2013/12/16,15.25,89.5
2013/12/17,14.75,92.875
2013/12/18,14.875,93
2013/12/19,16.125,89.125
2013/12/20,15.375,91.375
2013/12/21,14.75,94
2013/12/22,15.25,94
2013/12/23,14.25,88.25
2013/12/24,13.5,84.75
2013/12/25,13.66666667,63.16666667
2013/12/26,12.125,67.625
2013/12/27,11.875,79.875
2013/12/28,10.875,70
2013/12/29,10.57142857,69.42857143
2013/12/30,12.375,79.5
2013/12/31,14.5,89.375
2014/1/1,13.375,89.625
2014/1/2,11,78.375
2014/1/3,12.5,74.875
2014/1/4,12.875,88.125
2014/1/5,12.375,89
2014/1/6,11.42857143,86.28571429
2014/1/7,12.14285714,72.28571429
2014/1/8,11.875,76.875
2014/1/9,12.83333333,83
2014/1/10,12.375,85.375
2014/1/11,12.125,82.625
2014/1/12,12.875,80.875
2014/1/13,14,72.375
2014/1/14,14.875,76.75
2014/1/15,12,93.5
2014/1/16,12.28571429,90.57142857
2014/1/17,12,95.75
2014/1/18,12.5,94.25
2014/1/19,14.5,84.5
2014/1/20,14.625,83.5
2014/1/21,13.57142857,96.85714286
2014/1/22,15.25,96.125
2014/1/23,15.625,90.125
2014/1/24,13.875,88.875
2014/1/25,11.75,95.625
2014/1/26,14.375,85.75
2014/1/27,16.625,72.375
2014/1/28,16.625,69.875
2014/1/29,14.875,81.875
2014/1/30,14.5,83.25
2014/1/31,14.75,82.5
2014/2/1,14,79.375
2014/2/2,15.25,76.125
2014/2/3,18.42857143,63.85714286
2014/2/4,18.85714286,65.42857143
2014/2/5,17,72.75
2014/2/6,18.5,65.375
2014/2/7,19.625,67.25
2014/2/8,13.625,85.375
2014/2/9,12.875,63.375
2014/2/10,12.625,61.75
2014/2/11,13.375,64.625
2014/2/12,13.25,67
2014/2/13,15.25,64.5
2014/2/14,13,95.5
2014/2/15,12.375,89.5
2014/2/16,13.5,79
2014/2/17,15.125,66.125
2014/2/18,15.25,60.125
2014/2/19,15.125,75.375
2014/2/20,16.125,78.625
2014/2/21,17.125,72.25
2014/2/22,16.625,85.625
2014/2/23,16.5,80
2014/2/24,16.375,69.375
2014/2/25,18.125,69
2014/2/26,18.75,71.125
2014/2/27,18.625,76.625
2014/2/28,15.625,88.375
2014/3/1,16.14285714,87.28571429
2014/3/2,16.125,79
2014/3/3,17.875,65.625
2014/3/4,18.75,66.375
2014/3/5,18.875,67
2014/3/6,18.375,64
2014/3/7,18.5,62.875
2014/3/8,19.875,63.875
2014/3/9,22,56.625
2014/3/10,20,63.875
2014/3/11,20.71428571,70
2014/3/12,20,68.875
2014/3/13,19,60.625
2014/3/14,19.625,61.25
2014/3/15,21.625,62.625
2014/3/16,23.125,58.5
2014/3/17,26.25,52.125
2014/3/18,24.85714286,53.42857143
2014/3/19,21.75,57.375
2014/3/20,21.5,55
2014/3/21,22.5,64.75
2014/3/22,25,59.5
2014/3/23,22.75,61.875
2014/3/24,22.375,73.125
2014/3/25,24.625,60.25
2014/3/26,25.125,58.875
2014/3/27,23.5,63.25
2014/3/28,24.42857143,67.57142857
2014/3/29,25.875,55.625
2014/3/30,24.125,46.75
2014/3/31,24.125,44.125
2014/4/1,24.875,45.75
2014/4/2,26.75,43.375
2014/4/3,25,48
2014/4/4,25.85714286,47.85714286
2014/4/5,27.375,44
2014/4/6,30.125,45.25
2014/4/7,27.25,47.625
2014/4/8,25.75,41.875
2014/4/9,25.75,35.25
2014/4/10,26.375,29.25
2014/4/11,28.14285714,29
2014/4/12,29.125,39.875
2014/4/13,26.875,40.375
2014/4/14,27.625,46.625
2014/4/15,29,48.125
2014/4/16,27.125,53.625
2014/4/17,26.375,49.625
2014/4/18,24.25,64.375
2014/4/19,25.625,57.875
2014/4/20,27,48
2014/4/21,28,33.125
2014/4/22,29.375,29.375
2014/4/23,29.125,37
2014/4/24,29.375,35.875
2014/4/25,30.625,34.375
2014/4/26,31.5,32
2014/4/27,30.625,30
2014/4/28,31.5,27.875
2014/4/29,32.125,28.875
2014/4/30,33.25,25.5
2014/5/1,34.875,22.5
2014/5/2,34.375,24.75
2014/5/3,31.75,33.375
2014/5/4,31.875,34.375
2014/5/5,29.75,53.25
2014/5/6,29.57142857,51.14285714
2014/5/7,31.75,48.625
2014/5/8,31.375,43
2014/5/9,30.5,39.625
2014/5/10,30,37.625
2014/5/11,29.625,40.375
2014/5/12,28,53.375
2014/5/13,25.25,65.75
2014/5/14,26.875,55.25
2014/5/15,29.5,39.875
2014/5/16,31.125,40.25
2014/5/17,29.875,47.625
2014/5/18,31.5,35.375
2014/5/19,32.375,29.5
2014/5/20,31.125,34
2014/5/21,33,32.5
2014/5/22,33.25,33.375
2014/5/23,34.625,32.75
2014/5/24,31.5,50.5
2014/5/25,31.5,43.25
2014/5/26,30.125,54.125
2014/5/27,31.875,49.75
2014/5/28,33.625,44.5
2014/5/29,35.25,40.125
2014/5/30,33.125,44.5
2014/5/31,34.625,39
2014/6/1,32.75,34.25
2014/6/2,32.75,41.375
2014/6/3,34.875,33.625
2014/6/4,35.25,33.125
2014/6/5,36.875,26.875
2014/6/6,37.5,27.625
2014/6/7,38.5,22.75
2014/6/8,37.625,26.25
2014/6/9,37.875,32.125
2014/6/10,37.25,20.875
2014/6/11,37.625,23.125
2014/6/12,32.875,39.25
2014/6/13,30.25,55.125
2014/6/14,30.5,66.875
2014/6/15,33.875,52
2014/6/16,36.375,41.375
2014/6/17,36.875,42.125
2014/6/18,33.875,58
2014/6/19,35.75,47.875
2014/6/20,38,36.125
2014/6/21,36.875,40.125
2014/6/22,34.5,46.75
2014/6/23,32.125,49.75
2014/6/24,33,46.25
2014/6/25,32.25,53.25
2014/6/26,32.5,60.375
2014/6/27,34.75,48.5
2014/6/28,34.875,49
2014/6/29,33,57.75
2014/6/30,32,67.75
2014/7/1,31.375,65.125
2014/7/2,29.5,71.375
2014/7/3,28.875,75.125
2014/7/4,31.38888889,69
2014/7/5,34.70588235,52.05882353
2014/7/6,30.625,61.125
2014/7/7,34,48.75
2014/7/8,35,39.5
2014/7/9,36,37.125
2014/7/10,36.125,38.75
2014/7/11,36.625,38.625
2014/7/12,35.875,51.375
2014/7/13,31.625,69.75
2014/7/14,32.375,67.875
2014/7/15,33.125,62.625
2014/7/16,32.625,63
2014/7/17,30.75,74.25
2014/7/18,27.25,83.875
2014/7/19,29.875,71
2014/7/20,30.875,68.875
2014/7/21,32.125,65.5
2014/7/22,31.625,69.75
2014/7/23,30.625,72.875
2014/7/24,30.5,63.625
2014/7/25,30.75,63.25
2014/7/26,32.5,61.5
2014/7/27,31.71428571,65.42857143
2014/7/28,30,75.75
2014/7/29,30.25,69.875
2014/7/30,31.875,65.75
2014/7/31,32.5,65.75
2014/8/1,33.25,59.5
2014/8/2,30.125,77.75
2014/8/3,31.5,66.25
2014/8/4,30.5,69.75
2014/8/5,29.75,77.5
2014/8/6,32.125,65
2014/8/7,31.125,65.375
2014/8/8,31,67.875
2014/8/9,29.23529412,80.47058824
2014/8/10,28.5,89.90625
2014/8/11,31.125,72.125
2014/8/12,32.125,57.5
2014/8/13,32.125,57.71428571
2014/8/14,30.375,57.5
2014/8/15,31.125,54.875
2014/8/16,30.42857143,59.85714286
2014/8/17,31.375,53.875
2014/8/18,31.875,56.625
2014/8/19,33,52.42857143
2014/8/20,33.25,47.125
2014/8/21,32.5,43
2014/8/22,33,47.125
2014/8/23,33.125,45.75
2014/8/24,33.125,46.25
2014/8/25,33.875,46.625
2014/8/26,34.125,40.25
2014/8/27,33.85714286,44.71428571
2014/8/28,29.625,67.75
2014/8/29,30.375,69.25
2014/8/30,28.625,78.125
2014/8/31,27.625,86.125
2014/9/1,29.42857143,65.85714286
2014/9/2,29.25,71
2014/9/3,28.625,77.875
2014/9/4,27.875,80.75
2014/9/5,26.5,85.75
2014/9/6,28.5,76.875
2014/9/7,31,67.625
2014/9/8,31.25,66.375
2014/9/9,31,70.125
2014/9/10,28.75,77.5
2014/9/11,26.57142857,85.71428571
2014/9/12,28.5,73
2014/9/13,29.375,68.25
2014/9/14,29.125,65.5
2014/9/15,29.625,63.125
2014/9/16,30.625,65.125
2014/9/17,30.625,61.875
2014/9/18,30.5,62.375
2014/9/19,31,56.625
2014/9/20,31.125,55.75
2014/9/21,30.5,54.875
2014/9/22,30.625,50
2014/9/23,31,47
2014/9/24,29.625,53
2014/9/25,30,52.5
2014/9/26,30,52.5
2014/9/27,30.5,46.875
2014/9/28,30.25,48.875
2014/9/29,30.5,48.75
2014/9/30,30.625,50.125
2014/10/1,30.42857143,52.85714286
2014/10/2,30.375,53.375
2014/10/3,30.5,52.625
2014/10/4,31,53.5
2014/10/5,30.625,56.125
2014/10/6,30.625,56.75
2014/10/7,31,59.375
2014/10/8,28.75,52.75
2014/10/9,27.625,49.875
2014/10/10,27.125,57.375
2014/10/11,25.71428571,57.14285714
2014/10/12,26,58.625
2014/10/13,27.625,59.75
2014/10/14,24.5,67.625
2014/10/15,24.5,68
2014/10/16,23,58.875
2014/10/17,25,47.66666667
2014/10/18,24,56.14285714
2014/10/19,23.75,57.75
2014/10/20,24.75,55.625
2014/10/21,25.625,56.125
2014/10/22,25.75,64.875
2014/10/23,25.25,66
2014/10/24,25.5,67.5
2014/10/25,25.25,67.125
2014/10/26,25.125,65.5
2014/10/27,24.875,62.875
2014/10/28,25.125,64.75
2014/10/29,24.75,65.75
2014/10/30,23.875,61.375
2014/10/31,23.375,58.25
2014/11/1,22.5,50.875
2014/11/2,22.875,49.125
2014/11/3,23.375,52.75
2014/11/4,23.625,56.625
2014/11/5,22.75,56.25
2014/11/6,23,56.25
2014/11/7,24,66.125
2014/11/8,23.875,66.25
2014/11/9,24.125,56.375
2014/11/10,21.375,52.125
2014/11/11,19.25,55.125
2014/11/12,19.625,52
2014/11/13,18.5,50.5
2014/11/14,18.375,43
2014/11/15,18.625,44.75
2014/11/16,18.25,47.625
2014/11/17,17.75,51.75
2014/11/18,17.625,53
2014/11/19,17.5,58.125
2014/11/20,20.375,54.625
2014/11/21,18.25,62.125
2014/11/22,19.875,58.875
2014/11/23,17.125,57.375
2014/11/24,16.875,52.25
2014/11/25,16.5,51.5
2014/11/26,19.625,51
2014/11/27,18.125,63.875
2014/11/28,19.375,67.375
2014/11/29,20.25,67.625
2014/11/30,19.75,54.75
2014/12/1,20,42.625
2014/12/2,21.375,47.625
2014/12/3,25,66.57142857
2014/12/4,21.25,68.875
2014/12/5,17.75,59.875
2014/12/6,18.25,48.875
2014/12/7,17.25,48.375
2014/12/8,17,49.875
2014/12/9,15.28571429,67.57142857
2014/12/10,21.5,65.5
2014/12/11,19.625,70.5
2014/12/12,17.5,65.625
2014/12/13,16,71.875
2014/12/14,16.875,86.625
2014/12/15,16.625,75.75
2014/12/16,17.75,72.375
2014/12/17,12.875,72.125
2014/12/18,11.75,79.75
2014/12/19,11.75,81.75
2014/12/20,11.25,77
2014/12/21,9.5,79.125
2014/12/22,9.375,85
2014/12/23,9.625,78.625
2014/12/24,9.875,83
2014/12/25,9.25,81.125
2014/12/26,10.75,77
2014/12/27,10.375,69
2014/12/28,9,86
2014/12/29,11.125,72.625
2014/12/30,11.625,70.625
2014/12/31,12.375,67.125
2015/1/1,14.75,72
2015/1/2,14.875,96.625
2015/1/3,15.125,92
2015/1/4,14.125,78.75
2015/1/5,14,69.375
2015/1/6,12,79.875
2015/1/7,9.625,86
2015/1/8,10,87.875
2015/1/9,10.625,80.625
2015/1/10,11.125,73.125
2015/1/11,11,80.75
2015/1/12,10.625,79.5
2015/1/13,12.25,77.875
2015/1/14,12,82.25
2015/1/15,12.375,79.125
2015/1/16,13,78.125
2015/1/17,13.5,76.625
2015/1/18,13,73.875
2015/1/19,13.75,78
2015/1/20,13.375,74.375
2015/1/21,13.25,73.375
2015/1/22,12.625,94.125
2015/1/23,14.625,85
2015/1/24,12.375,86.25
2015/1/25,13.25,77.75
2015/1/26,13.75,88.125
2015/1/27,13.25,74.25
2015/1/28,11.71428571,67
2015/1/29,11.5,67.5
2015/1/30,12.75,56.125
2015/1/31,13.75,57.625
2015/2/1,15,65.25
2015/2/2,17.375,63.875
2015/2/3,16.75,71.25
2015/2/4,14.625,81.125
2015/2/5,14.625,62.875
2015/2/6,15.125,62.625
2015/2/7,15.875,67.625
2015/2/8,16.625,63.875
2015/2/9,16.875,63.5
2015/2/10,15.75,64
2015/2/11,16,66.625
2015/2/12,15.5,69.625
2015/2/13,17.25,59
2015/2/14,19.375,63.125
2015/2/15,18.875,70.125
2015/2/16,20.625,71.25
2015/2/17,21.14285714,72.57142857
2015/2/18,21.25,72.875
2015/2/19,22.75,73.5
2015/2/20,22.75,67.125
2015/2/21,21.875,63.5
2015/2/22,22.14285714,58.85714286
2015/2/23,21.5,74.375
2015/2/24,22.875,72.375
2015/2/25,23.125,58.625
2015/2/26,20,34.375
2015/2/27,19.25,43.125
2015/2/28,21.25,45.5
2015/3/1,17.375,92.75
2015/3/2,17.5,89.875
2015/3/3,16.25,82.5
2015/3/4,16.75,69.25
2015/3/5,18.75,64
2015/3/6,20,62.375
2015/3/7,18.375,80.375
2015/3/8,19.5,74.125
2015/3/9,18.125,54.25
2015/3/10,17.75,68.5
2015/3/11,18.25,69.875
2015/3/12,20.5,63.375
2015/3/13,21.375,65.25
2015/3/14,21.5,64.625
2015/3/15,17.625,89.125
2015/3/16,19.85714286,81.85714286
2015/3/17,20.875,70.375
2015/3/18,20.25,69.625
2015/3/19,21.125,66
2015/3/20,22.5,65.75
2015/3/21,24.875,60.5
2015/3/22,25.125,64
2015/3/23,24.75,65.75
2015/3/24,25.75,65.5
2015/3/25,26.625,65.625
2015/3/26,28.5,54.375
2015/3/27,27.375,51.375
2015/3/28,27,53.625
2015/3/29,25,52.75
2015/3/30,23.5,66.25
2015/3/31,25.25,64.875
2015/4/1,26.42857143,59.71428571
2015/4/2,28.71428571,45.28571429
2015/4/3,24.5,71.125
2015/4/4,21,77.5
2015/4/5,23.57142857,67.71428571
2015/4/6,25,60.125
2015/4/7,23.75,62.125
2015/4/8,25.625,50.375
2015/4/9,26,52.875
2015/4/10,27.125,52.25
2015/4/11,28.25,44.875
2015/4/12,24.375,63
2015/4/13,24.75,70.875
2015/4/14,26.25,62.75
2015/4/15,27.625,59.25
2015/4/16,25.25,58.25
2015/4/17,28.125,48.75
2015/4/18,30.125,44.5
2015/4/19,32.125,41
2015/4/20,32.875,37.875
2015/4/21,31.75,28.5
2015/4/22,30.75,30.25
2015/4/23,30.75,33
2015/4/24,31.125,39.5
2015/4/25,30.5,43.125
2015/4/26,28.75,51.125
2015/4/27,30.125,53
2015/4/28,31,48.25
2015/4/29,31.25,47.25
2015/4/30,32.625,44.75
2015/5/1,31.25,43.5
2015/5/2,30.125,40.25
2015/5/3,31,39.25
2015/5/4,30.875,39.25
2015/5/5,32.125,31.125
2015/5/6,34.125,22
2015/5/7,35.42857143,13.42857143
2015/5/8,34.125,22.375
2015/5/9,35.125,27
2015/5/10,35.125,25
2015/5/11,34,32.625
2015/5/12,33.125,46
2015/5/13,27.75,61
2015/5/14,29.625,49.625
2015/5/15,28.5,52.125
2015/5/16,30,51.625
2015/5/17,33.25,40.375
2015/5/18,35.375,35.75
2015/5/19,31.5,44
2015/5/20,33.125,31.625
2015/5/21,35.625,24.625
2015/5/22,36.25,19.5
2015/5/23,37.375,21.75
2015/5/24,36,29.25
2015/5/25,37.75,22.25
2015/5/26,35.25,26.625
2015/5/27,33.75,20.5
2015/5/28,34.75,29.5
2015/5/29,35.125,27.25
2015/5/30,32.25,38.75
2015/5/31,34.25,25
2015/6/1,29.375,41.75
2015/6/2,31.625,39.25
2015/6/3,28.625,50.5
2015/6/4,31.875,48.375
2015/6/5,32.625,39.875
2015/6/6,33.375,39.75
2015/6/7,35,36.25
2015/6/8,36.5,33
2015/6/9,37.625,23.875
2015/6/10,36.625,32.28571429
2015/6/11,35.625,34.75
2015/6/12,35.875,34.625
2015/6/13,31.125,48.125
2015/6/14,27,77.625
2015/6/15,31,60.75
2015/6/16,32.375,52.125
2015/6/17,33.875,49.75
2015/6/18,35.125,45.125
2015/6/19,35.875,46.75
2015/6/20,33.125,48.5
2015/6/21,30.375,63.625
2015/6/22,32.125,59.5
2015/6/23,31.5,61.625
2015/6/24,37.25,63.875
2015/6/25,26.625,82.75
2015/6/26,31.125,54.25
2015/6/27,32.625,48.25
2015/6/28,34.25,47.5
2015/6/29,31.125,56.625
2015/6/30,30.875,58.625
2015/7/1,32,53.25
2015/7/2,33.75,45.875
